month,tone,frequency,department
2020-02,Neutral without reposts,0.10356224752111641,Bogotá Distrito Capital
2020-02,Positive without reposts,0.08409842085934631,Bogotá Distrito Capital
2020-03,Negative,0.28109803921568627,Bogotá Distrito Capital
2020-03,Neutral,0.09129411764705882,Bogotá Distrito Capital
2020-03,Positive,0.05176470588235294,Bogotá Distrito Capital
2020-03,Negative without reposts,0.3966213734851267,Bogotá Distrito Capital
2020-03,Neutral without reposts,0.08777084098420859,Bogotá Distrito Capital
2020-03,Positive without reposts,0.07712082262210797,Bogotá Distrito Capital
2020-04,Negative,0.496156862745098,Bogotá Distrito Capital
2020-04,Neutral,0.3254901960784314,Bogotá Distrito Capital
2020-04,Positive,0.23090196078431371,Bogotá Distrito Capital
2020-04,Negative without reposts,0.5673889092912229,Bogotá Distrito Capital
2020-04,Neutral without reposts,0.21667278736687476,Bogotá Distrito Capital
2020-04,Positive without reposts,0.19831068674256336,Bogotá Distrito Capital
2018-01,Negative,0.007352941176470588,Cundinamarca
2018-01,Neutral,0.003676470588235294,Cundinamarca
2018-01,Positive,0.007352941176470588,Cundinamarca
2018-01,Negative without reposts,0.01020408163265306,Cundinamarca
2018-01,Neutral without reposts,0.0,Cundinamarca
2018-01,Positive without reposts,0.01020408163265306,Cundinamarca
2018-02,Negative,0.022058823529411766,Cundinamarca
2018-02,Neutral,0.01838235294117647,Cundinamarca
2018-02,Positive,0.003676470588235294,Cundinamarca
2018-02,Negative without reposts,0.0,Cundinamarca
2018-02,Neutral without reposts,0.030612244897959183,Cundinamarca
2018-02,Positive without reposts,0.0,Cundinamarca
2018-03,Negative,0.11764705882352941,Cundinamarca
2018-03,Neutral,0.058823529411764705,Cundinamarca
2018-03,Positive,0.03676470588235294,Cundinamarca
2018-03,Negative without reposts,0.20408163265306123,Cundinamarca
2018-03,Neutral without reposts,0.10204081632653061,Cundinamarca
2018-03,Positive without reposts,0.09183673469387756,Cundinamarca
2018-04,Negative,0.08088235294117647,Cundinamarca
2018-04,Neutral,0.10661764705882353,Cundinamarca
2018-04,Positive,0.029411764705882353,Cundinamarca
2018-04,Negative without reposts,0.14285714285714285,Cundinamarca
2018-04,Neutral without reposts,0.12244897959183673,Cundinamarca
2018-04,Positive without reposts,0.02040816326530612,Cundinamarca
2018-05,Negative,0.011029411764705883,Cundinamarca
2018-05,Neutral,0.025735294117647058,Cundinamarca
2018-05,Positive,0.007352941176470588,Cundinamarca
2018-05,Negative without reposts,0.02040816326530612,Cundinamarca
2018-05,Neutral without reposts,0.0,Cundinamarca
2018-05,Positive without reposts,0.01020408163265306,Cundinamarca
2018-06,Negative,0.011029411764705883,Cundinamarca
2018-06,Neutral,0.025735294117647058,Cundinamarca
2018-06,Positive,0.007352941176470588,Cundinamarca
2018-06,Negative without reposts,0.02040816326530612,Cundinamarca
2018-06,Neutral without reposts,0.05102040816326531,Cundinamarca
2018-06,Positive without reposts,0.02040816326530612,Cundinamarca
2018-07,Negative,0.014705882352941176,Cundinamarca
2018-07,Neutral,0.003676470588235294,Cundinamarca
2018-07,Positive,0.011029411764705883,Cundinamarca
2018-07,Negative without reposts,0.030612244897959183,Cundinamarca
2018-07,Neutral without reposts,0.0,Cundinamarca
2018-07,Positive without reposts,0.0,Cundinamarca
2018-08,Negative,0.029411764705882353,Cundinamarca
2018-08,Neutral,0.03308823529411765,Cundinamarca
2018-08,Positive,0.014705882352941176,Cundinamarca
2018-08,Negative without reposts,0.030612244897959183,Cundinamarca
2018-08,Neutral without reposts,0.030612244897959183,Cundinamarca
2018-08,Positive without reposts,0.0,Cundinamarca
2018-09,Negative,0.11029411764705882,Cundinamarca
2018-09,Neutral,0.1801470588235294,Cundinamarca
2018-09,Positive,0.07720588235294118,Cundinamarca
2018-09,Negative without reposts,0.1836734693877551,Cundinamarca
2018-09,Neutral without reposts,0.061224489795918366,Cundinamarca
2018-09,Positive without reposts,0.15306122448979592,Cundinamarca
2018-10,Negative,0.10294117647058823,Cundinamarca
2018-10,Neutral,0.08823529411764706,Cundinamarca
2018-10,Positive,0.07352941176470588,Cundinamarca
2018-10,Negative without reposts,0.21428571428571427,Cundinamarca
2018-10,Neutral without reposts,0.061224489795918366,Cundinamarca
2018-10,Positive without reposts,0.061224489795918366,Cundinamarca
2018-11,Negative,0.11764705882352941,Cundinamarca
2018-11,Neutral,0.11764705882352941,Cundinamarca
2018-11,Positive,0.04044117647058824,Cundinamarca
2018-11,Negative without reposts,0.17346938775510204,Cundinamarca
2018-11,Neutral without reposts,0.061224489795918366,Cundinamarca
2018-11,Positive without reposts,0.04081632653061224,Cundinamarca
2018-12,Negative,0.15441176470588236,Cundinamarca
2018-12,Neutral,0.11764705882352941,Cundinamarca
2018-12,Positive,0.058823529411764705,Cundinamarca
2018-12,Negative without reposts,0.16326530612244897,Cundinamarca
2018-12,Neutral without reposts,0.05102040816326531,Cundinamarca
2018-12,Positive without reposts,0.061224489795918366,Cundinamarca
2019-01,Negative,0.1323529411764706,Cundinamarca
2019-01,Neutral,0.04044117647058824,Cundinamarca
2019-01,Positive,0.04411764705882353,Cundinamarca
2019-01,Negative without reposts,0.22448979591836735,Cundinamarca
2019-01,Neutral without reposts,0.05102040816326531,Cundinamarca
2019-01,Positive without reposts,0.061224489795918366,Cundinamarca
2019-02,Negative,0.1801470588235294,Cundinamarca
2019-02,Neutral,0.15441176470588236,Cundinamarca
2019-02,Positive,0.09191176470588236,Cundinamarca
2019-02,Negative without reposts,0.22448979591836735,Cundinamarca
2019-02,Neutral without reposts,0.08163265306122448,Cundinamarca
2019-02,Positive without reposts,0.10204081632653061,Cundinamarca
2019-03,Negative,0.15441176470588236,Cundinamarca
2019-03,Neutral,0.07720588235294118,Cundinamarca
2019-03,Positive,0.022058823529411766,Cundinamarca
2019-03,Negative without reposts,0.17346938775510204,Cundinamarca
2019-03,Neutral without reposts,0.061224489795918366,Cundinamarca
2019-03,Positive without reposts,0.02040816326530612,Cundinamarca
2019-04,Negative,0.1323529411764706,Cundinamarca
2019-04,Neutral,0.22794117647058823,Cundinamarca
2019-04,Positive,0.05514705882352941,Cundinamarca
2019-04,Negative without reposts,0.24489795918367346,Cundinamarca
2019-04,Neutral without reposts,0.061224489795918366,Cundinamarca
2019-04,Positive without reposts,0.08163265306122448,Cundinamarca
2019-05,Negative,0.15808823529411764,Cundinamarca
2019-05,Neutral,0.3088235294117647,Cundinamarca
2019-05,Positive,0.11764705882352941,Cundinamarca
2019-05,Negative without reposts,0.1836734693877551,Cundinamarca
2019-05,Neutral without reposts,0.12244897959183673,Cundinamarca
2019-05,Positive without reposts,0.11224489795918367,Cundinamarca
2019-06,Negative,0.1323529411764706,Cundinamarca
2019-06,Neutral,0.0661764705882353,Cundinamarca
2019-06,Positive,0.06985294117647059,Cundinamarca
2019-06,Negative without reposts,0.20408163265306123,Cundinamarca
2019-06,Neutral without reposts,0.10204081632653061,Cundinamarca
2019-06,Positive without reposts,0.12244897959183673,Cundinamarca
2019-07,Negative,0.10294117647058823,Cundinamarca
2019-07,Neutral,0.0661764705882353,Cundinamarca
2019-07,Positive,0.04779411764705882,Cundinamarca
2019-07,Negative without reposts,0.21428571428571427,Cundinamarca
2019-07,Neutral without reposts,0.08163265306122448,Cundinamarca
2019-07,Positive without reposts,0.09183673469387756,Cundinamarca
2019-08,Negative,0.1323529411764706,Cundinamarca
2019-08,Neutral,0.10661764705882353,Cundinamarca
2019-08,Positive,0.04044117647058824,Cundinamarca
2019-08,Negative without reposts,0.20408163265306123,Cundinamarca
2019-08,Neutral without reposts,0.11224489795918367,Cundinamarca
2019-08,Positive without reposts,0.05102040816326531,Cundinamarca
2019-09,Negative,0.20588235294117646,Cundinamarca
2019-09,Neutral,0.05514705882352941,Cundinamarca
2019-09,Positive,0.029411764705882353,Cundinamarca
2019-09,Negative without reposts,0.45918367346938777,Cundinamarca
2019-09,Neutral without reposts,0.04081632653061224,Cundinamarca
2019-09,Positive without reposts,0.05102040816326531,Cundinamarca
2019-10,Negative,0.09926470588235294,Cundinamarca
2019-10,Neutral,0.058823529411764705,Cundinamarca
2019-10,Positive,0.029411764705882353,Cundinamarca
2019-10,Negative without reposts,0.1836734693877551,Cundinamarca
2019-10,Neutral without reposts,0.07142857142857142,Cundinamarca
2019-10,Positive without reposts,0.02040816326530612,Cundinamarca
2019-11,Negative,1.0,Cundinamarca
2019-11,Neutral,0.15441176470588236,Cundinamarca
2019-11,Positive,0.125,Cundinamarca
2019-11,Negative without reposts,1.0,Cundinamarca
2019-11,Neutral without reposts,0.21428571428571427,Cundinamarca
2019-11,Positive without reposts,0.16326530612244897,Cundinamarca
2019-12,Negative,0.14705882352941177,Cundinamarca
2019-12,Neutral,0.04779411764705882,Cundinamarca
2019-12,Positive,0.04411764705882353,Cundinamarca
2019-12,Negative without reposts,0.3163265306122449,Cundinamarca
2019-12,Neutral without reposts,0.08163265306122448,Cundinamarca
2019-12,Positive without reposts,0.061224489795918366,Cundinamarca
2020-01,Negative,0.13970588235294118,Cundinamarca
2020-01,Neutral,0.05514705882352941,Cundinamarca
2020-01,Positive,0.04411764705882353,Cundinamarca
2020-01,Negative without reposts,0.2755102040816326,Cundinamarca
2020-01,Neutral without reposts,0.08163265306122448,Cundinamarca
2020-01,Positive without reposts,0.07142857142857142,Cundinamarca
2020-02,Negative,0.125,Cundinamarca
2020-02,Neutral,0.10294117647058823,Cundinamarca
2020-02,Positive,0.022058823529411766,Cundinamarca
2020-02,Negative without reposts,0.1836734693877551,Cundinamarca
2020-02,Neutral without reposts,0.1836734693877551,Cundinamarca
2020-02,Positive without reposts,0.04081632653061224,Cundinamarca
2020-03,Negative,0.27941176470588236,Cundinamarca
2020-03,Neutral,0.10294117647058823,Cundinamarca
2020-03,Positive,0.04044117647058824,Cundinamarca
2020-03,Negative without reposts,0.40816326530612246,Cundinamarca
2020-03,Neutral without reposts,0.12244897959183673,Cundinamarca
2020-03,Positive without reposts,0.09183673469387756,Cundinamarca
2020-04,Negative,0.4742647058823529,Cundinamarca
2020-04,Neutral,0.26838235294117646,Cundinamarca
2020-04,Positive,0.20220588235294118,Cundinamarca
2020-04,Negative without reposts,0.6020408163265306,Cundinamarca
2020-04,Neutral without reposts,0.23469387755102042,Cundinamarca
2020-04,Positive without reposts,0.20408163265306123,Cundinamarca
2018-01,Negative,0.47692307692307695,Santander
2018-01,Neutral,0.36538461538461536,Santander
2018-01,Positive,0.1346153846153846,Santander
2018-01,Negative without reposts,0.5882352941176471,Santander
2018-01,Neutral without reposts,0.22875816993464052,Santander
2018-01,Positive without reposts,0.1437908496732026,Santander
2018-02,Negative,0.4653846153846154,Santander
2018-02,Neutral,0.31153846153846154,Santander
2018-02,Positive,0.12692307692307692,Santander
2018-02,Negative without reposts,0.477124183006536,Santander
2018-02,Neutral without reposts,0.24183006535947713,Santander
2018-02,Positive without reposts,0.12418300653594772,Santander
2018-03,Negative,0.3153846153846154,Santander
2018-03,Neutral,0.14615384615384616,Santander
2018-03,Positive,0.08076923076923077,Santander
2018-03,Negative without reposts,0.42483660130718953,Santander
2018-03,Neutral without reposts,0.19607843137254902,Santander
2018-03,Positive without reposts,0.13071895424836602,Santander
2018-04,Negative,0.26153846153846155,Santander
2018-04,Neutral,0.2846153846153846,Santander
2018-04,Positive,0.07692307692307693,Santander
2018-04,Negative without reposts,0.3006535947712418,Santander
2018-04,Neutral without reposts,0.19607843137254902,Santander
2018-04,Positive without reposts,0.0784313725490196,Santander
2018-05,Negative,0.2230769230769231,Santander
2018-05,Neutral,0.18076923076923077,Santander
2018-05,Positive,0.11153846153846154,Santander
2018-05,Negative without reposts,0.2875816993464052,Santander
2018-05,Neutral without reposts,0.17647058823529413,Santander
2018-05,Positive without reposts,0.08496732026143791,Santander
2018-06,Negative,0.21923076923076923,Santander
2018-06,Neutral,0.10384615384615385,Santander
2018-06,Positive,0.046153846153846156,Santander
2018-06,Negative without reposts,0.30718954248366015,Santander
2018-06,Neutral without reposts,0.11764705882352941,Santander
2018-06,Positive without reposts,0.05228758169934641,Santander
2018-07,Negative,0.15384615384615385,Santander
2018-07,Neutral,0.1,Santander
2018-07,Positive,0.1,Santander
2018-07,Negative without reposts,0.16993464052287582,Santander
2018-07,Neutral without reposts,0.0718954248366013,Santander
2018-07,Positive without reposts,0.0718954248366013,Santander
2018-08,Negative,0.36538461538461536,Santander
2018-08,Neutral,0.45,Santander
2018-08,Positive,0.17307692307692307,Santander
2018-08,Negative without reposts,0.39215686274509803,Santander
2018-08,Neutral without reposts,0.4117647058823529,Santander
2018-08,Positive without reposts,0.16993464052287582,Santander
2018-09,Negative,0.23461538461538461,Santander
2018-09,Neutral,0.5423076923076923,Santander
2018-09,Positive,0.2153846153846154,Santander
2018-09,Negative without reposts,0.29411764705882354,Santander
2018-09,Neutral without reposts,0.30718954248366015,Santander
2018-09,Positive without reposts,0.20261437908496732,Santander
2018-10,Negative,0.28846153846153844,Santander
2018-10,Neutral,0.3730769230769231,Santander
2018-10,Positive,0.1576923076923077,Santander
2018-10,Negative without reposts,0.3464052287581699,Santander
2018-10,Neutral without reposts,0.2679738562091503,Santander
2018-10,Positive without reposts,0.12418300653594772,Santander
2018-11,Negative,0.3038461538461538,Santander
2018-11,Neutral,0.4346153846153846,Santander
2018-11,Positive,0.1576923076923077,Santander
2018-11,Negative without reposts,0.38562091503267976,Santander
2018-11,Neutral without reposts,0.24836601307189543,Santander
2018-11,Positive without reposts,0.1111111111111111,Santander
2018-12,Negative,0.4076923076923077,Santander
2018-12,Neutral,0.2153846153846154,Santander
2018-12,Positive,0.16923076923076924,Santander
2018-12,Negative without reposts,0.49019607843137253,Santander
2018-12,Neutral without reposts,0.1503267973856209,Santander
2018-12,Positive without reposts,0.1568627450980392,Santander
2019-01,Negative,0.3384615384615385,Santander
2019-01,Neutral,0.17307692307692307,Santander
2019-01,Positive,0.13846153846153847,Santander
2019-01,Negative without reposts,0.42483660130718953,Santander
2019-01,Neutral without reposts,0.1568627450980392,Santander
2019-01,Positive without reposts,0.1111111111111111,Santander
2019-02,Negative,0.75,Santander
2019-02,Neutral,0.5807692307692308,Santander
2019-02,Positive,0.35384615384615387,Santander
2019-02,Negative without reposts,0.8431372549019608,Santander
2019-02,Neutral without reposts,0.35294117647058826,Santander
2019-02,Positive without reposts,0.2222222222222222,Santander
2019-03,Negative,0.45384615384615384,Santander
2019-03,Neutral,0.22692307692307692,Santander
2019-03,Positive,0.11538461538461539,Santander
2019-03,Negative without reposts,0.49019607843137253,Santander
2019-03,Neutral without reposts,0.19607843137254902,Santander
2019-03,Positive without reposts,0.1568627450980392,Santander
2019-04,Negative,0.26153846153846155,Santander
2019-04,Neutral,0.5423076923076923,Santander
2019-04,Positive,0.25384615384615383,Santander
2019-04,Negative without reposts,0.35294117647058826,Santander
2019-04,Neutral without reposts,0.1503267973856209,Santander
2019-04,Positive without reposts,0.16993464052287582,Santander
2019-05,Negative,0.4,Santander
2019-05,Neutral,0.8576923076923076,Santander
2019-05,Positive,0.2230769230769231,Santander
2019-05,Negative without reposts,0.4117647058823529,Santander
2019-05,Neutral without reposts,0.41830065359477125,Santander
2019-05,Positive without reposts,0.20261437908496732,Santander
2019-06,Negative,0.3576923076923077,Santander
2019-06,Neutral,0.27307692307692305,Santander
2019-06,Positive,0.12692307692307692,Santander
2019-06,Negative without reposts,0.4117647058823529,Santander
2019-06,Neutral without reposts,0.17647058823529413,Santander
2019-06,Positive without reposts,0.1111111111111111,Santander
2019-07,Negative,0.3269230769230769,Santander
2019-07,Neutral,0.18846153846153846,Santander
2019-07,Positive,0.1346153846153846,Santander
2019-07,Negative without reposts,0.48366013071895425,Santander
2019-07,Neutral without reposts,0.16993464052287582,Santander
2019-07,Positive without reposts,0.11764705882352941,Santander
2019-08,Negative,0.3576923076923077,Santander
2019-08,Neutral,0.38461538461538464,Santander
2019-08,Positive,0.17692307692307693,Santander
2019-08,Negative without reposts,0.46405228758169936,Santander
2019-08,Neutral without reposts,0.30718954248366015,Santander
2019-08,Positive without reposts,0.16339869281045752,Santander
2019-09,Negative,0.3230769230769231,Santander
2019-09,Neutral,0.27307692307692305,Santander
2019-09,Positive,0.15384615384615385,Santander
2019-09,Negative without reposts,0.39215686274509803,Santander
2019-09,Neutral without reposts,0.21568627450980393,Santander
2019-09,Positive without reposts,0.13725490196078433,Santander
2019-10,Negative,0.2653846153846154,Santander
2019-10,Neutral,0.16923076923076924,Santander
2019-10,Positive,0.06538461538461539,Santander
2019-10,Negative without reposts,0.38562091503267976,Santander
2019-10,Neutral without reposts,0.16993464052287582,Santander
2019-10,Positive without reposts,0.0915032679738562,Santander
2019-11,Negative,1.0,Santander
2019-11,Neutral,0.25769230769230766,Santander
2019-11,Positive,0.16923076923076924,Santander
2019-11,Negative without reposts,0.6666666666666666,Santander
2019-11,Neutral without reposts,0.20915032679738563,Santander
2019-11,Positive without reposts,0.16339869281045752,Santander
2019-12,Negative,0.27307692307692305,Santander
2019-12,Neutral,0.11923076923076924,Santander
2019-12,Positive,0.07307692307692308,Santander
2019-12,Negative without reposts,0.38562091503267976,Santander
2019-12,Neutral without reposts,0.10457516339869281,Santander
2019-12,Positive without reposts,0.09803921568627451,Santander
2020-01,Negative,0.3346153846153846,Santander
2020-01,Neutral,0.2692307692307692,Santander
2020-01,Positive,0.11923076923076924,Santander
2020-01,Negative without reposts,0.48366013071895425,Santander
2020-01,Neutral without reposts,0.20915032679738563,Santander
2020-01,Positive without reposts,0.12418300653594772,Santander
2020-02,Negative,0.3923076923076923,Santander
2020-02,Neutral,0.20384615384615384,Santander
2020-02,Positive,0.16538461538461538,Santander
2020-02,Negative without reposts,0.5228758169934641,Santander
2020-02,Neutral without reposts,0.24836601307189543,Santander
2020-02,Positive without reposts,0.13071895424836602,Santander
2020-03,Negative,0.7,Santander
2020-03,Neutral,0.19230769230769232,Santander
2020-03,Positive,0.1076923076923077,Santander
2020-03,Negative without reposts,0.8366013071895425,Santander
2020-03,Neutral without reposts,0.21568627450980393,Santander
2020-03,Positive without reposts,0.12418300653594772,Santander
2020-04,Negative,0.9153846153846154,Santander
2020-04,Neutral,0.8192307692307692,Santander
2020-04,Positive,0.7846153846153846,Santander
2020-04,Negative without reposts,1.0,Santander
2020-04,Neutral without reposts,0.5751633986928104,Santander
2020-04,Positive without reposts,0.3464052287581699,Santander
2018-01,Negative,0.11086474501108648,Valle del Cauca
2018-01,Neutral,0.05543237250554324,Valle del Cauca
2018-01,Positive,0.05543237250554324,Valle del Cauca
2018-01,Negative without reposts,0.15789473684210525,Valle del Cauca
2018-01,Neutral without reposts,0.06315789473684211,Valle del Cauca
2018-01,Positive without reposts,0.03684210526315789,Valle del Cauca
2018-02,Negative,0.24833702882483372,Valle del Cauca
2018-02,Neutral,0.23059866962305986,Valle del Cauca
2018-02,Positive,0.07982261640798226,Valle del Cauca
2018-02,Negative without reposts,0.2894736842105263,Valle del Cauca
2018-02,Neutral without reposts,0.21052631578947367,Valle del Cauca
2018-02,Positive without reposts,0.08947368421052632,Valle del Cauca
2018-03,Negative,0.20620842572062084,Valle del Cauca
2018-03,Neutral,0.14412416851441243,Valle del Cauca
2018-03,Positive,0.06873614190687362,Valle del Cauca
2018-03,Negative without reposts,0.3263157894736842,Valle del Cauca
2018-03,Neutral without reposts,0.19473684210526315,Valle del Cauca
2018-03,Positive without reposts,0.14736842105263157,Valle del Cauca
2018-04,Negative,0.18181818181818182,Valle del Cauca
2018-04,Neutral,0.17073170731707318,Valle del Cauca
2018-04,Positive,0.07982261640798226,Valle del Cauca
2018-04,Negative without reposts,0.26842105263157895,Valle del Cauca
2018-04,Neutral without reposts,0.14210526315789473,Valle del Cauca
2018-04,Positive without reposts,0.09473684210526316,Valle del Cauca
2018-05,Negative,0.15964523281596452,Valle del Cauca
2018-05,Neutral,0.1197339246119734,Valle del Cauca
2018-05,Positive,0.08869179600886919,Valle del Cauca
2018-05,Negative without reposts,0.22105263157894736,Valle del Cauca
2018-05,Neutral without reposts,0.1631578947368421,Valle del Cauca
2018-05,Positive without reposts,0.06842105263157895,Valle del Cauca
2018-06,Negative,0.14412416851441243,Valle del Cauca
2018-06,Neutral,0.16186252771618626,Valle del Cauca
2018-06,Positive,0.07538802660753881,Valle del Cauca
2018-06,Negative without reposts,0.25263157894736843,Valle del Cauca
2018-06,Neutral without reposts,0.08947368421052632,Valle del Cauca
2018-06,Positive without reposts,0.13157894736842105,Valle del Cauca
2018-07,Negative,0.1729490022172949,Valle del Cauca
2018-07,Neutral,0.1951219512195122,Valle del Cauca
2018-07,Positive,0.13082039911308205,Valle del Cauca
2018-07,Negative without reposts,0.26842105263157895,Valle del Cauca
2018-07,Neutral without reposts,0.2,Valle del Cauca
2018-07,Positive without reposts,0.11052631578947368,Valle del Cauca
2018-08,Negative,0.3968957871396896,Valle del Cauca
2018-08,Neutral,0.30598669623059865,Valle del Cauca
2018-08,Positive,0.2638580931263858,Valle del Cauca
2018-08,Negative without reposts,0.5,Valle del Cauca
2018-08,Neutral without reposts,0.33157894736842103,Valle del Cauca
2018-08,Positive without reposts,0.2736842105263158,Valle del Cauca
2018-09,Negative,0.35920177383592017,Valle del Cauca
2018-09,Neutral,0.4124168514412417,Valle del Cauca
2018-09,Positive,0.188470066518847,Valle del Cauca
2018-09,Negative without reposts,0.5157894736842106,Valle del Cauca
2018-09,Neutral without reposts,0.3,Valle del Cauca
2018-09,Positive without reposts,0.2789473684210526,Valle del Cauca
2018-10,Negative,0.5831485587583148,Valle del Cauca
2018-10,Neutral,0.401330376940133,Valle del Cauca
2018-10,Positive,0.2660753880266075,Valle del Cauca
2018-10,Negative without reposts,0.8052631578947368,Valle del Cauca
2018-10,Neutral without reposts,0.29473684210526313,Valle del Cauca
2018-10,Positive without reposts,0.2789473684210526,Valle del Cauca
2018-11,Negative,0.3370288248337029,Valle del Cauca
2018-11,Neutral,0.4279379157427938,Valle del Cauca
2018-11,Positive,0.13303769401330376,Valle del Cauca
2018-11,Negative without reposts,0.37894736842105264,Valle del Cauca
2018-11,Neutral without reposts,0.25263157894736843,Valle del Cauca
2018-11,Positive without reposts,0.1,Valle del Cauca
2018-12,Negative,0.37028824833702884,Valle del Cauca
2018-12,Neutral,0.25055432372505543,Valle del Cauca
2018-12,Positive,0.17738359201773837,Valle del Cauca
2018-12,Negative without reposts,0.3684210526315789,Valle del Cauca
2018-12,Neutral without reposts,0.2,Valle del Cauca
2018-12,Positive without reposts,0.19473684210526315,Valle del Cauca
2019-01,Negative,0.35698447893569846,Valle del Cauca
2019-01,Neutral,0.1973392461197339,Valle del Cauca
2019-01,Positive,0.2616407982261641,Valle del Cauca
2019-01,Negative without reposts,0.5526315789473685,Valle del Cauca
2019-01,Neutral without reposts,0.2631578947368421,Valle del Cauca
2019-01,Positive without reposts,0.23157894736842105,Valle del Cauca
2019-02,Negative,0.6208425720620843,Valle del Cauca
2019-02,Neutral,0.6208425720620843,Valle del Cauca
2019-02,Positive,0.4700665188470067,Valle del Cauca
2019-02,Negative without reposts,0.7263157894736842,Valle del Cauca
2019-02,Neutral without reposts,0.38421052631578945,Valle del Cauca
2019-02,Positive without reposts,0.3894736842105263,Valle del Cauca
2019-03,Negative,0.5609756097560976,Valle del Cauca
2019-03,Neutral,0.35698447893569846,Valle del Cauca
2019-03,Positive,0.12195121951219512,Valle del Cauca
2019-03,Negative without reposts,0.45263157894736844,Valle del Cauca
2019-03,Neutral without reposts,0.21578947368421053,Valle del Cauca
2019-03,Positive without reposts,0.18421052631578946,Valle del Cauca
2019-04,Negative,0.31929046563192903,Valle del Cauca
2019-04,Neutral,0.5898004434589801,Valle del Cauca
2019-04,Positive,0.18625277161862527,Valle del Cauca
2019-04,Negative without reposts,0.5157894736842106,Valle del Cauca
2019-04,Neutral without reposts,0.3,Valle del Cauca
2019-04,Positive without reposts,0.12105263157894737,Valle del Cauca
2019-05,Negative,0.5631929046563193,Valle del Cauca
2019-05,Neutral,0.8492239467849224,Valle del Cauca
2019-05,Positive,0.22394678492239467,Valle del Cauca
2019-05,Negative without reposts,0.6421052631578947,Valle del Cauca
2019-05,Neutral without reposts,0.3105263157894737,Valle del Cauca
2019-05,Positive without reposts,0.18421052631578946,Valle del Cauca
2019-06,Negative,0.43902439024390244,Valle del Cauca
2019-06,Neutral,0.24611973392461198,Valle del Cauca
2019-06,Positive,0.17073170731707318,Valle del Cauca
2019-06,Negative without reposts,0.5947368421052631,Valle del Cauca
2019-06,Neutral without reposts,0.2894736842105263,Valle del Cauca
2019-06,Positive without reposts,0.23684210526315788,Valle del Cauca
2019-07,Negative,0.19955654101995565,Valle del Cauca
2019-07,Neutral,0.15077605321507762,Valle del Cauca
2019-07,Positive,0.11751662971175167,Valle del Cauca
2019-07,Negative without reposts,0.32105263157894737,Valle del Cauca
2019-07,Neutral without reposts,0.07894736842105263,Valle del Cauca
2019-07,Positive without reposts,0.10526315789473684,Valle del Cauca
2019-08,Negative,0.2860310421286031,Valle del Cauca
2019-08,Neutral,0.24611973392461198,Valle del Cauca
2019-08,Positive,0.1729490022172949,Valle del Cauca
2019-08,Negative without reposts,0.4421052631578947,Valle del Cauca
2019-08,Neutral without reposts,0.18421052631578946,Valle del Cauca
2019-08,Positive without reposts,0.12631578947368421,Valle del Cauca
2019-09,Negative,0.28824833702882485,Valle del Cauca
2019-09,Neutral,0.17073170731707318,Valle del Cauca
2019-09,Positive,0.09977827050997783,Valle del Cauca
2019-09,Negative without reposts,0.4631578947368421,Valle del Cauca
2019-09,Neutral without reposts,0.15789473684210525,Valle del Cauca
2019-09,Positive without reposts,0.12105263157894737,Valle del Cauca
2019-10,Negative,0.2261640798226164,Valle del Cauca
2019-10,Neutral,0.164079822616408,Valle del Cauca
2019-10,Positive,0.07317073170731707,Valle del Cauca
2019-10,Negative without reposts,0.35789473684210527,Valle del Cauca
2019-10,Neutral without reposts,0.23157894736842105,Valle del Cauca
2019-10,Positive without reposts,0.07894736842105263,Valle del Cauca
2019-11,Negative,1.0,Valle del Cauca
2019-11,Neutral,0.22172949002217296,Valle del Cauca
2019-11,Positive,0.18181818181818182,Valle del Cauca
2019-11,Negative without reposts,1.0,Valle del Cauca
2019-11,Neutral without reposts,0.26842105263157895,Valle del Cauca
2019-11,Positive without reposts,0.19473684210526315,Valle del Cauca
2019-12,Negative,0.2682926829268293,Valle del Cauca
2019-12,Neutral,0.13968957871396895,Valle del Cauca
2019-12,Positive,0.11751662971175167,Valle del Cauca
2019-12,Negative without reposts,0.43157894736842106,Valle del Cauca
2019-12,Neutral without reposts,0.2,Valle del Cauca
2019-12,Positive without reposts,0.14210526315789473,Valle del Cauca
2020-01,Negative,0.3148558758314856,Valle del Cauca
2020-01,Neutral,0.3237250554323725,Valle del Cauca
2020-01,Positive,0.12195121951219512,Valle del Cauca
2020-01,Negative without reposts,0.5,Valle del Cauca
2020-01,Neutral without reposts,0.29473684210526313,Valle del Cauca
2020-01,Positive without reposts,0.14210526315789473,Valle del Cauca
2020-02,Negative,0.34811529933481156,Valle del Cauca
2020-02,Neutral,0.20842572062084258,Valle del Cauca
2020-02,Positive,0.12638580931263857,Valle del Cauca
2020-02,Negative without reposts,0.5052631578947369,Valle del Cauca
2020-02,Neutral without reposts,0.23684210526315788,Valle del Cauca
2020-02,Positive without reposts,0.1631578947368421,Valle del Cauca
2020-03,Negative,0.5188470066518847,Valle del Cauca
2020-03,Neutral,0.20842572062084258,Valle del Cauca
2020-03,Positive,0.11086474501108648,Valle del Cauca
2020-03,Negative without reposts,0.8157894736842105,Valle del Cauca
2020-03,Neutral without reposts,0.2,Valle del Cauca
2020-03,Positive without reposts,0.17894736842105263,Valle del Cauca
2020-04,Negative,0.8824833702882483,Valle del Cauca
2020-04,Neutral,0.9623059866962306,Valle del Cauca
